location,recordingDate,method,taskLength,transcriber,species,speciesIndividualComment,speciesIndividualNumber,vocalization,abundance,startTime,tagLength,minFreq,maxFreq,internal_tag_id
FENLANDS,2024-06-30 23:42:01,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.477,29381,66047,
FENLANDS,2024-06-30 23:41:54,None,3.99,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,3.9936,26903,59394,
FENLANDS,2024-06-30 23:41:44,None,2,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,1.9968,29097,54800,
FENLANDS,2024-06-30 23:41:08,None,6.02,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.587,29052,61513,
FENLANDS,2024-06-30 23:40:58,None,8.01,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.826,28753,65706,
FENLANDS,2024-06-30 23:40:28,None,6.02,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,5.827,29668,63268,
FENLANDS,2024-06-30 23:40:12,None,13.29,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,5.442,28318,67237,
FENLANDS,2024-06-30 23:39:54,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.602,29296,69421,
FENLANDS,2024-06-30 23:39:38,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.429,29876,69281,
FENLANDS,2024-06-30 23:39:22,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.87,30388,73288,
FENLANDS,2024-06-30 23:39:07,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.937,27652,71907,
FENLANDS,2024-06-30 23:38:49,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.621,27375,68672,
FENLANDS,2024-06-30 23:38:34,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,5.167,27251,65161,
FENLANDS,2024-06-30 23:38:17,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,5.138,29252,68480,
FENLANDS,2024-06-30 23:38:02,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.948,28900,68813,
FENLANDS,2024-06-30 23:37:47,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.015,29810,77138,
FENLANDS,2024-06-30 23:37:29,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,3.738,31281,70857,
FENLANDS,2024-06-30 23:37:10,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.352,28331,66850,
FENLANDS,2024-06-30 23:36:40,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,3.594,29154,65603,
FENLANDS,2024-06-30 23:36:23,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.018,29333,67622,
FENLANDS,2024-06-30 23:36:07,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.42,30242,70634,
FENLANDS,2024-06-30 23:35:50,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.68,29607,67231,
FENLANDS,2024-06-30 23:35:39,None,11.08,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.926,31300,70416,
FENLANDS,2024-06-30 23:35:23,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.321,31092,73284,
FENLANDS,2024-06-30 23:35:07,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.178,30788,69888,
FENLANDS,2024-06-30 23:34:52,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.218,29063,70475,
FENLANDS,2024-06-30 23:34:36,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.808,29588,66253,
FENLANDS,2024-06-30 23:34:04,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.393,30849,71233,
FENLANDS,2024-06-30 23:33:53,None,10.24,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.062,30244,65613,
FENLANDS,2024-06-30 23:33:37,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,3.753,29805,67104,
FENLANDS,2024-06-30 23:33:03,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.938,30170,65004,
FENLANDS,2024-06-30 23:32:56,None,6.02,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,5.169,29671,68015,
FENLANDS,2024-06-30 23:32:23,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.958,28738,66525,
FENLANDS,2024-06-30 23:32:07,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.214,29764,65123,
FENLANDS,2024-06-30 23:31:51,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.826,29783,70343,
FENLANDS,2024-06-30 23:31:33,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.121,30344,66047,
FENLANDS,2024-06-30 23:31:17,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.315,29940,68084,
FENLANDS,2024-06-30 23:31:02,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.939,30221,70885,
FENLANDS,2024-06-30 23:30:56,None,5.43,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.103,28683,63524,
FENLANDS,2024-06-30 23:30:38,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.856,28761,67520,
FENLANDS,2024-06-30 23:30:21,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.502,28979,70218,
FENLANDS,2024-06-30 23:30:04,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.422,29125,67278,
FENLANDS,2024-06-30 23:29:48,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.592,30731,69140,
FENLANDS,2024-06-30 23:29:32,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.949,28757,72177,
FENLANDS,2024-06-30 23:29:17,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,5.523,27119,66554,
FENLANDS,2024-06-30 23:29:01,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.524,29513,67613,
FENLANDS,2024-06-30 23:28:53,None,8.12,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.31,30622,70480,
FENLANDS,2024-06-30 23:28:36,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.366,29497,70150,
FENLANDS,2024-06-30 23:28:02,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,5.65,26776,61481,
FENLANDS,2024-06-30 23:27:56,None,6.02,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.585,28999,60560,
FENLANDS,2024-06-30 23:27:46,None,6.02,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.556,30726,63893,
FENLANDS,2024-06-30 23:27:35,None,3.99,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,3.449,29881,57228,
FENLANDS,2024-06-30 23:27:17,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.866,28089,64985,
FENLANDS,2024-06-30 23:27:03,None,13.08,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.67,30150,74620,
FENLANDS,2024-06-30 23:26:48,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.469,30904,73459,
FENLANDS,2024-06-30 23:26:30,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.242,30458,70008,
FENLANDS,2024-06-30 23:26:15,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.718,30034,71634,
FENLANDS,2024-06-30 23:26:00,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.955,28719,67877,
FENLANDS,2024-06-30 23:25:44,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.64,29879,66725,
FENLANDS,2024-06-30 23:25:29,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,5.312,29417,70396,
FENLANDS,2024-06-30 23:25:13,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.903,29656,68749,
FENLANDS,2024-06-30 23:24:57,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.393,29529,71530,
FENLANDS,2024-06-30 23:24:42,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.722,30513,75164,
FENLANDS,2024-06-30 23:24:26,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.44,29870,70593,
FENLANDS,2024-06-30 23:24:11,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,5.027,29854,74733,
FENLANDS,2024-06-30 23:23:55,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.819,28813,72199,
FENLANDS,2024-06-30 23:23:39,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.587,30608,69959,
FENLANDS,2024-06-30 23:23:24,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.777,28435,69582,
FENLANDS,2024-06-30 23:23:07,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.837,29844,68992,
FENLANDS,2024-06-30 23:22:48,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.288,29786,70212,
FENLANDS,2024-06-30 23:22:33,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.736,30803,73613,
FENLANDS,2024-06-30 23:22:24,None,8.01,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.125,29322,59882,
FENLANDS,2024-06-30 23:22:09,None,12.8,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.18,30180,64801,
FENLANDS,2024-06-30 23:21:55,None,10.04,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.381,25670,55470,
FENLANDS,2024-06-30 23:21:44,None,3.99,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,3.9936,30320,61165,
FENLANDS,2024-06-30 23:21:25,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.364,30197,66927,
FENLANDS,2024-06-30 23:21:10,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.42,29774,65780,
FENLANDS,2024-06-30 23:21:06,None,2,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,1.9968,31331,57128,
FENLANDS,2024-06-30 23:20:48,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.529,30074,69819,
FENLANDS,2024-06-30 23:20:32,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.703,29946,73169,
FENLANDS,2024-06-30 23:20:13,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.37,31334,70327,
FENLANDS,2024-06-30 23:19:58,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.254,31030,72028,
FENLANDS,2024-06-30 23:19:37,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.852,28248,66335,
FENLANDS,2024-06-30 23:19:21,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,5.756,26651,62766,
FENLANDS,2024-06-30 23:19:04,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.171,30287,73149,
FENLANDS,2024-06-30 23:18:49,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.72,28291,71569,
FENLANDS,2024-06-30 23:18:33,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.294,29081,63106,
FENLANDS,2024-06-30 23:18:14,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.459,29652,68701,
FENLANDS,2024-06-30 23:17:59,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.355,29776,69718,
FENLANDS,2024-06-30 23:17:43,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,5.001,28091,69748,
FENLANDS,2024-06-30 23:17:27,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.169,29843,70854,
FENLANDS,2024-06-30 23:17:13,None,13.72,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,3.512,30274,66204,
FENLANDS,2024-06-30 23:16:58,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.399,29292,68580,
FENLANDS,2024-06-30 23:16:40,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.735,30152,70806,
FENLANDS,2024-06-30 23:16:29,None,8.24,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.134,30049,69297,
FENLANDS,2024-06-30 23:16:11,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.145,30935,68756,
FENLANDS,2024-06-30 23:15:53,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.326,29854,67091,
FENLANDS,2024-06-30 23:15:45,None,6.02,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,3.974,29750,65264,
FENLANDS,2024-06-30 23:15:27,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.318,30045,67127,
FENLANDS,2024-06-30 23:15:10,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.452,30005,70316,
FENLANDS,2024-06-30 23:14:54,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.52,30252,68828,
FENLANDS,2024-06-30 23:14:38,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.38,31498,73862,
FENLANDS,2024-06-30 23:14:21,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,3.906,30828,78939,
FENLANDS,2024-06-30 23:13:50,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.531,30436,73052,
FENLANDS,2024-06-30 23:13:32,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.795,28701,66881,
FENLANDS,2024-06-30 23:12:25,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.48,30417,74708,
FENLANDS,2024-06-30 23:12:10,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.154,30095,71531,
FENLANDS,2024-06-30 23:11:54,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.066,29828,70481,
FENLANDS,2024-06-30 23:11:36,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,5.04,28106,67138,
FENLANDS,2024-06-30 23:11:04,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.633,28355,69833,
FENLANDS,2024-06-30 23:10:47,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.837,28370,68039,
FENLANDS,2024-06-30 23:10:31,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.972,30350,73184,
FENLANDS,2024-06-30 23:10:15,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.703,30328,73028,
FENLANDS,2024-06-30 23:09:59,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.162,31082,70760,
FENLANDS,2024-06-30 23:09:43,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,5.122,27458,67448,
FENLANDS,2024-06-30 23:09:12,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.399,29064,66449,
FENLANDS,2024-06-30 23:08:24,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.244,31132,71925,
FENLANDS,2024-06-30 23:07:52,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.083,31458,72010,
FENLANDS,2024-06-30 23:07:35,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.447,31268,69640,
FENLANDS,2024-06-30 23:07:17,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.594,30356,73248,
FENLANDS,2024-06-30 23:06:46,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.114,31212,69066,
FENLANDS,2024-06-30 23:06:42,None,3.99,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,3.244,30538,60879,
FENLANDS,2024-06-30 23:06:24,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.788,30450,71323,
FENLANDS,2024-06-30 23:06:08,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.604,31036,72553,
FENLANDS,2024-06-30 23:05:53,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.249,30944,72551,
FENLANDS,2024-06-30 23:05:15,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.603,27327,62420,
FENLANDS,2024-06-30 23:04:42,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.601,29709,69250,
FENLANDS,2024-06-30 23:04:11,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,5.737,27207,68912,
FENLANDS,2024-06-30 23:03:55,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.675,28098,66303,
FENLANDS,2024-06-30 23:03:39,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,5.833,26478,62444,
FENLANDS,2024-06-30 23:03:24,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,5.573,26239,61866,
FENLANDS,2024-06-30 23:03:08,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,5.165,27882,65792,
FENLANDS,2024-06-30 23:02:37,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.745,28030,68858,
FENLANDS,2024-06-30 23:02:21,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,5.08,26876,65271,
FENLANDS,2024-06-30 23:02:05,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,5.252,26782,63518,
FENLANDS,2024-06-30 23:01:49,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,5.149,26944,64585,
FENLANDS,2024-06-30 23:01:16,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.752,28712,68712,
FENLANDS,2024-06-30 23:01:03,None,10.85,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.187,27476,63760,
FENLANDS,2024-06-30 23:00:48,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,5.07,25973,64245,
FENLANDS,2024-06-30 23:00:33,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,3.616,29036,65843,
FENLANDS,2024-06-30 23:00:18,None,11.11,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,3.97,29338,68721,
FENLANDS,2024-06-30 23:00:02,None,6.96,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.581,28019,64678,
FENLANDS,2024-06-30 22:59:45,None,8.47,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.262,28143,67508,
FENLANDS,2024-06-30 22:59:28,None,7.48,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,3.275,28725,66518,
FENLANDS,2024-06-30 22:59:20,None,6.43,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.403,28757,65175,
FENLANDS,2024-06-30 22:59:15,None,3.99,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,3.697,30053,62677,
FENLANDS,2024-06-30 22:59:00,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.191,29113,68934,
FENLANDS,2024-06-30 22:58:48,None,3.99,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,3.101,29515,60403,
FENLANDS,2024-06-30 22:58:32,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.283,28983,65074,
FENLANDS,2024-06-30 22:58:23,None,3.99,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,3.868,28665,60256,
FENLANDS,2024-06-30 22:58:07,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,3.996,28135,71079,
FENLANDS,2024-06-30 22:57:56,None,6.02,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,3.429,29949,61671,
FENLANDS,2024-06-30 22:57:31,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,3.867,28537,65869,
FENLANDS,2024-06-30 22:57:15,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,3.875,28873,65258,
FENLANDS,2024-06-30 22:56:59,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.488,28745,67221,
FENLANDS,2024-06-30 22:56:53,None,3.99,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,3.9936,28274,58159,
FENLANDS,2024-06-30 22:56:41,None,6.94,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,5.115,26654,64404,
FENLANDS,2024-06-30 22:56:27,None,11.7,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,3.966,25109,60762,
FENLANDS,2024-06-30 22:56:12,None,3.99,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,3.298,28974,58923,
FENLANDS,2024-06-30 22:55:59,None,6.02,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.081,27900,66629,
FENLANDS,2024-06-30 22:55:41,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.815,26695,61300,
FENLANDS,2024-06-30 22:55:20,None,14.49,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.035,28092,67319,
FENLANDS,2024-06-30 22:55:04,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,3.892,27783,68182,
FENLANDS,2024-06-30 22:54:47,None,12.83,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.578,28297,68044,
FENLANDS,2024-06-30 22:54:32,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.736,27903,68029,
FENLANDS,2024-06-30 22:54:04,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.022,29194,65351,
FENLANDS,2024-06-30 22:53:49,None,10.04,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,3.529,30199,68640,
FENLANDS,2024-06-30 22:53:00,None,6.02,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,3.837,29493,62730,
FENLANDS,2024-06-30 22:52:54,None,6.02,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,3.378,29166,65193,
FENLANDS,2024-06-30 22:51:40,None,8.19,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,3.635,29639,66513,
FENLANDS,2024-06-30 22:50:42,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,3.728,28249,65404,
FENLANDS,2024-06-30 22:50:12,None,6.43,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,3.827,28636,62151,
FENLANDS,2024-06-30 22:49:57,None,13.16,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.945,25068,61434,
FENLANDS,2024-06-30 22:49:05,None,6.02,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,3.393,30694,67202,
FENLANDS,2024-06-30 22:48:02,None,5.61,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,3.721,29129,68284,
FENLANDS,2024-06-30 22:47:01,None,8.01,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,3.478,30274,67167,
FENLANDS,2024-06-30 22:45:55,None,8.01,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,3.384,28601,63433,
FENLANDS,2024-06-30 22:45:15,None,5.35,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,3.698,29790,69436,
FENLANDS,2024-06-30 22:44:44,None,5.07,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,3.458,28860,69918,
FENLANDS,2024-06-30 22:40:34,None,7.4,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.461,28241,69497,
FENLANDS,2024-06-30 22:40:11,None,8.01,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,3.451,28645,64152,
FENLANDS,2024-06-30 22:39:05,None,6.09,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,2.822,30578,71459,
FENLANDS,2024-06-30 22:34:39,None,6.14,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.616,29863,76116,
FENLANDS,2024-06-30 04:56:16,None,6.53,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,3.788,29287,79674,
FENLANDS,2024-06-30 04:56:06,None,6.02,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,3.925,28993,68166,
FENLANDS,2024-06-30 04:55:17,None,3.99,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,3.22,32090,75203,
FENLANDS,2024-06-30 04:53:40,None,6.27,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.688,30810,72648,
FENLANDS,2024-06-30 04:52:41,None,4.04,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,3.307,29010,76909,
FENLANDS,2024-06-30 04:51:07,None,7.32,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.229,29893,72753,
FENLANDS,2024-06-30 04:50:47,None,8.01,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.265,29836,64398,
FENLANDS,2024-06-30 04:49:51,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.199,30091,68710,
FENLANDS,2024-06-30 04:49:34,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.535,29448,71140,
FENLANDS,2024-06-30 04:49:28,None,3.99,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,3.221,32046,75760,
FENLANDS,2024-06-30 04:48:58,None,11.21,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.641,30177,73323,
FENLANDS,2024-06-30 04:48:16,None,3.99,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,2.942,31261,74589,
FENLANDS,2024-06-30 04:48:12,None,3.99,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,2.921,30006,58158,
FENLANDS,2024-06-30 04:48:01,None,3.99,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,3.195,29696,63312,
FENLANDS,2024-06-30 04:47:50,None,7.88,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,3.846,28297,72619,
FENLANDS,2024-06-30 04:47:39,None,9.47,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.154,29218,70060,
FENLANDS,2024-06-30 04:47:20,None,6.81,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.135,29414,72688,
FENLANDS,2024-06-30 04:46:22,None,2,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,1.9968,29806,57661,
FENLANDS,2024-06-30 04:45:42,None,12.01,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.406,28734,70790,
FENLANDS,2024-06-30 04:45:27,None,7.86,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.273,29777,66930,
FENLANDS,2024-06-30 04:45:17,None,3.99,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,3.9936,30673,64285,
FENLANDS,2024-06-30 04:45:01,None,15,Not Assigned,MYOLUC,AUTO ID,1,Call,1,0.1,4.327,30002,71552,
